Company,Category,Phone,Phone source,Email,Website,Address,City,Map,OSM
Boat & Yacht Rental Brickell,Boat sales,(305) 463-1950,OpenStreetMap,,https://yourchartersolution.com/,"1061 Brickell Avenue, Miami, FL 33131",Miami,"https://www.google.com/maps/search/?api=1&query=25.7635203,-80.1912323",https://www.openstreetmap.org/node/11394296034
Carefree Marine Group,Boat sales,,,,https://www.carefreemarinegroup.com/,"1599 North Dixie Highway, Pompano Beach, FL 33060",Pompano Beach,"https://www.google.com/maps/search/?api=1&query=26.2495149,-80.1213839",https://www.openstreetmap.org/way/1093943187
Casual Monday Charters,Boat sales,(305) 988-1179,OpenStreetMap,CasualMondayCharters@gmail.com,https://casualmondaycharters.com/,"5950 Peninsular Avenue, Key West, FL 33040",Key West,"https://www.google.com/maps/search/?api=1&query=24.5636631,-81.7300407",https://www.openstreetmap.org/node/13344455911
Crab Island Tiki Boats,Boat sales,(850) 225-7313,OpenStreetMap,res4bikkinibottom@gmail.com,https://crabislandtikitoursdestin.com/,"530 Harbor Boulevard, Destin, FL 32541",Destin,"https://www.google.com/maps/search/?api=1&query=30.3922911,-86.4977975",https://www.openstreetmap.org/node/13585783217
Dynamic Boats,Boat sales,(305) 518-7338,OpenStreetMap,info@dynamicboats.us,https://www.dynamicboats.us,"4238 Northwest 37th Avenue, Hialeah, FL 33142",Hialeah,"https://www.google.com/maps/search/?api=1&query=25.8129881,-80.2569703",https://www.openstreetmap.org/node/6096264335
Emerald Coast Marine,Boat sales,(850) 389-8318,OpenStreetMap,,https://www.emeraldcoastmarine.com/,115 West John Sims Parkway,,"https://www.google.com/maps/search/?api=1&query=30.5219201,-86.4939023",https://www.openstreetmap.org/way/617530364
Formula Boats,Boat sales,(239) 331-2104,OpenStreetMap,,http://www.formulaboatssouth.com/,"909 10th Street South, Naples, FL 34102",Naples,"https://www.google.com/maps/search/?api=1&query=26.1374627,-81.7917554",https://www.openstreetmap.org/node/13931285592
Galati Yacht Sales,Boat sales,(941) 778-0755,OpenStreetMap,,,"900 South Bay Boulevard, Anna Maria, FL 34216",Anna Maria,"https://www.google.com/maps/search/?api=1&query=27.5273013,-82.7215854",https://www.openstreetmap.org/way/644621074
Germain Yachts Center,Boat sales,(239) 262-2628,OpenStreetMap,,https://www.germainyachts.com/,"895 10th Street South, Naples, FL 34102",Naples,"https://www.google.com/maps/search/?api=1&query=26.1377551,-81.7923362",https://www.openstreetmap.org/node/13931285593
Haulover Marine Center,Boat sales,,,info@haulovermarinecenter.net,http://www.haulovermarinecenter.net/,"15600 Collins Avenue, Miami Beach, FL 33154",Miami Beach,"https://www.google.com/maps/search/?api=1&query=25.9189363,-80.1242491",https://www.openstreetmap.org/way/635354829
Hinckley Yachts,Boat sales,(239) 300-4995,OpenStreetMap,,https://www.hinckleyyachts.com/contact/sales/,"535 5th Avenue South, Naples, FL 34102",Naples,"https://www.google.com/maps/search/?api=1&query=26.141451,-81.7998456",https://www.openstreetmap.org/node/9407924119
JAS Marine,Boat sales,(561) 844-3224,OpenStreetMap,service@jasmarine.com,https://www.jasmarine.com/,"1009 Newman Road, Lake Park, FL 33403",Lake Park,"https://www.google.com/maps/search/?api=1&query=26.7950388,-80.0729902",https://www.openstreetmap.org/way/435404170
Marine Connection,Boat sales,(772) 222-7850,OpenStreetMap,,https://www.marineconnection.com/contact/Vero-Beach,"1530 US 1, Vero Beach, FL 32960",Vero Beach,"https://www.google.com/maps/search/?api=1&query=27.6290991,-80.3888812",https://www.openstreetmap.org/way/887087190
Marine Customs Unlimited,Boat sales,(772) 223-8005,OpenStreetMap,,https://marinecustoms.com/,"3355 Southeast Dixie Highway, Stuart, FL 34997",Stuart,"https://www.google.com/maps/search/?api=1&query=27.1638212,-80.2171375",https://www.openstreetmap.org/node/6364004827
Marine Trading Post,Boat sales,(239) 997-5777,company website,,https://marinetradingpost.com,"4694 Tamiami Trail, Port Charlotte, FL",Port Charlotte,"https://www.google.com/maps/search/?api=1&query=26.9603075,-82.0683645",https://www.openstreetmap.org/way/956109779
MarineMax,Boat sales,(239) 963-8108,OpenStreetMap,,https://www.marinemax.com/stores/yachts-and-charter,"525 5th Avenue South, Naples, FL 34102",Naples,"https://www.google.com/maps/search/?api=1&query=26.1414336,-81.8000192",https://www.openstreetmap.org/node/9407861916
"Miley's Diesel Service, Inc.",Boat sales,(239) 728-2217,OpenStreetMap,,https://www.mileysdiesel.com,"10821 Sunset Plaza Circle, Fort Myers, FL 33908",Fort Myers,"https://www.google.com/maps/search/?api=1&query=26.4899551,-81.9307834",https://www.openstreetmap.org/node/12641867668
Naples Marina Sales,Boat sales,(239) 643-0232,company website,,https://www.naplesmarina.com/,,,"https://www.google.com/maps/search/?api=1&query=26.0791465,-81.7234218",https://www.openstreetmap.org/node/5524144554
OTWaves Kayaks & More,Boat sales,(855) 920-5032,OpenStreetMap,otwaves@yahoo.com,https://m.facebook.com/OTWaves-Kayaks-More-104335755367697/,"1975 Northeast 15th Avenue, Fort Lauderdale, FL 33305",Fort Lauderdale,"https://www.google.com/maps/search/?api=1&query=26.1536426,-80.1288642",https://www.openstreetmap.org/node/12810956920
Outboard Shop,Boat sales,(954) 781-5611,company website,,https://www.outboardshop.com/,"1585 North Dixie Highway, Pompano Beach, FL 33060",Pompano Beach,"https://www.google.com/maps/search/?api=1&query=26.2489817,-80.121504",https://www.openstreetmap.org/way/1093943188
Parkway Marine,Boat sales,(850) 329-2941,company website,,https://www.parkwaymarine.info/,,,"https://www.google.com/maps/search/?api=1&query=30.4288728,-84.1976318",https://www.openstreetmap.org/node/11183858659
PartsVu,Boat sales,(888) 625-5460,OpenStreetMap,,https://www.partsvu.com/,"111 Triple Diamond Boulevard, Venice, FL 34275",Venice,"https://www.google.com/maps/search/?api=1&query=27.1461492,-82.4043859",https://www.openstreetmap.org/node/11486939216
Pier 41 Marine,Boat sales,(239) 790-5797,OpenStreetMap,,https://www.pier41marine.com/,"15650 S Tamiami Trail, Fort Myers, FL 33908",Fort Myers,"https://www.google.com/maps/search/?api=1&query=26.5131936,-81.864748",https://www.openstreetmap.org/node/11743403700
Pinned Up Performance,Boat sales,(727) 717-3401,OpenStreetMap,pinnedupperformance@gmail.com,,"6841 Amberjack Lane, Hudson, FL 34667",Hudson,"https://www.google.com/maps/search/?api=1&query=28.3468676,-82.7005723",https://www.openstreetmap.org/node/13740317686
Pirate's Cove Marina Store,Boat sales,(850) 756-8144,OpenStreetMap,info@piraytescove-carrabelle.com,,"275 Timber Island Road, Carrabelle, FL 32322",Carrabelle,"https://www.google.com/maps/search/?api=1&query=29.8465033,-84.6658277",https://www.openstreetmap.org/way/476496245
Plantation Boat Mart & Marina,Boat sales,(305) 852-5424,OpenStreetMap,info@plantationboat.com,https://www.plantationboat.com/,"90400 Overseas Highway, Tavernier, FL 33070",Tavernier,"https://www.google.com/maps/search/?api=1&query=25.0013539,-80.5374475",https://www.openstreetmap.org/way/962266931
Power Repairs Inc,Boat sales,(561) 746-3952,OpenStreetMap,,https://www.powerrepairsinc.com/,"1312 Commerce Lane, Jupiter, FL 33458",Jupiter,"https://www.google.com/maps/search/?api=1&query=26.92937,-80.1186924",https://www.openstreetmap.org/node/6417557853
Pro Marine Mechanics,Boat sales,(954) 459-1414,OpenStreetMap,alex@promarinemechanics.com,https://promarinemechanics.com/,"1524 South Dixie Highway, Pompano Beach, FL 33060-8911",Pompano Beach,"https://www.google.com/maps/search/?api=1&query=26.2103887,-80.1321556",https://www.openstreetmap.org/node/13460713871
Skip's Marina,Boat sales,(941) 777-4727,OpenStreetMap,skipsbaitandtackle@yahoo.com,,"1990 Placida Road, Englewood, FL 34223",Englewood,"https://www.google.com/maps/search/?api=1&query=26.9315316,-82.3371595",https://www.openstreetmap.org/node/13622978100
Sunseeker Yacht Services LLC,Boat sales,(954) 765-1045,OpenStreetMap,,http://sunseekeryachtservices.com,"725 Commerce Center Drive, Sebastian, FL 32958",Sebastian,"https://www.google.com/maps/search/?api=1&query=27.793011,-80.48364",https://www.openstreetmap.org/node/9714676504
Tampa Bay Marine Center,Boat sales,(727) 313-1577,company website,,www.TBmarinecenter.com,"8478 Seminole Boulevard, Seminole, FL 33772",Seminole,"https://www.google.com/maps/search/?api=1&query=27.8494942,-82.7875314",https://www.openstreetmap.org/way/280618826
Two Rivers Boatworks,Boat sales,(772) 934-5191,OpenStreetMap,sales@tworiversboatworks.com,https://www.tworiversboatworks.com/,"3482 Southeast Gran Park Way, Stuart, FL 34997",Stuart,"https://www.google.com/maps/search/?api=1&query=27.149003,-80.2063642",https://www.openstreetmap.org/node/13593557920
VIP Marine - Boat Canvas & Yacht Upholstery,Boat sales,(305) 309-0909,OpenStreetMap,vipmarinellc@gmail.com,https://vip-marine.com/,"1995 Northwest 11th Street, Miami, FL 33125-2761",Miami,"https://www.google.com/maps/search/?api=1&query=25.7845758,-80.227674",https://www.openstreetmap.org/node/13617787244
Walker's Yacht Sales,Boat sales,(239) 356-1322,company website,,http://walkersmarine.com/,,,"https://www.google.com/maps/search/?api=1&query=26.5070699,-81.9430706",https://www.openstreetmap.org/node/5565776036
West Marine,Boat sales,(386) 255-2013,OpenStreetMap,wmCustomerService@westmarine.com,https://www.westmarine.com/stores/daytona-beach-fl-1313,"1300 International Speedway Boulevard, Daytona Beach, FL 32114",Daytona Beach,"https://www.google.com/maps/search/?api=1&query=29.1987693,-81.0553745",https://www.openstreetmap.org/node/3655764080
West Marine,Boat sales,(305) 232-0811,OpenStreetMap,,https://www.westmarine.com/stores/perrine-fl-114,"19407 South Dixie Highway, Cutler Bay, FL 33157",Cutler Bay,"https://www.google.com/maps/search/?api=1&query=25.5873085,-80.3607007",https://www.openstreetmap.org/node/6035706978
West Marine,Boat sales,(305) 259-5800,OpenStreetMap,,https://www.westmarine.com/stores/pinecrest-fl-1099/,"11735 South Dixie Highway, Pinecrest, FL 33156",Pinecrest,"https://www.google.com/maps/search/?api=1&query=25.6616266,-80.3249613",https://www.openstreetmap.org/node/6047565063
West Marine,Boat sales,(239) 262-0206,OpenStreetMap,,https://www.westmarine.com/stores/naples-fl-1304/,"2063 Tamiami Trail North, Naples, FL 34102",Naples,"https://www.google.com/maps/search/?api=1&query=26.1715817,-81.8007427",https://www.openstreetmap.org/node/8229459274
West Marine,Boat sales,(941) 625-2700,OpenStreetMap,,https://www.westmarine.com/stores/port-charlotte-fl-155/,"4265 Tamiami Trail, Port Charlotte, FL 33980",Port Charlotte,"https://www.google.com/maps/search/?api=1&query=26.9665132,-82.0793925",https://www.openstreetmap.org/node/12750666121
WMF Watercraft & Marine,Boat sales,(239) 573-6256,OpenStreetMap,,https://www.wmfwatercraft.com/,"1037 Southwest Pine Island Road, Cape Coral, FL 33991",Cape Coral,"https://www.google.com/maps/search/?api=1&query=26.6441944,-81.9960597",https://www.openstreetmap.org/node/10747621566
Xtremepowerboats,Boat sales,(305) 947-3278,OpenStreetMap,info@mysite.com,https://www.xtremepowerboats.com/,"15600 Collins Avenue, Miami, FL 33154",Miami,"https://www.google.com/maps/search/?api=1&query=25.919572,-80.1243464",https://www.openstreetmap.org/node/6027454658
Angie's Marine Supply,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.1002382,-84.383825",https://www.openstreetmap.org/node/1799968398
Bay Pines Marina,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.8140723,-82.7682012",https://www.openstreetmap.org/node/6601740403
Boat Center,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.5993411,-80.354335",https://www.openstreetmap.org/way/278768123
Boat House,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1387893,-81.7737369",https://www.openstreetmap.org/node/14001331662
Boat Mart,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.0012487,-80.5367785",https://www.openstreetmap.org/node/14052309799
Boater's World,Boat sales,,,,,"5412 State Road 64 E, Bradenton, FL 34208",Bradenton,"https://www.google.com/maps/search/?api=1&query=27.4932139,-82.4936238",https://www.openstreetmap.org/way/547760369
Boaters Paradise,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.6439102,-81.9958193",https://www.openstreetmap.org/node/8499225849
Camper & Nicholsons,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.7055,-80.0434728",https://www.openstreetmap.org/node/13473779088
Capstan Yachts,Boat sales,,,,,"1100 6th Avenue South, Naples, FL 34102",Naples,"https://www.google.com/maps/search/?api=1&query=26.1401217,-81.7918785",https://www.openstreetmap.org/node/13230505773
Dealer's Choice,Boat sales,,,,,"5980 Lakehurst Drive, Orlando, FL",Orlando,"https://www.google.com/maps/search/?api=1&query=28.452092,-81.4616428",https://www.openstreetmap.org/way/141130579
Docs Marine Inc,Boat sales,,,,,"6741 Pine Forest Road, Pensacola, FL 32526",Pensacola,"https://www.google.com/maps/search/?api=1&query=30.4785666,-87.3072035",https://www.openstreetmap.org/way/361491466
Endless Seas Boat Sales,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.8105495,-82.7563041",https://www.openstreetmap.org/node/4184366920
Ferretti Group,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.7008768,-80.0342677",https://www.openstreetmap.org/node/13463881380
Florida Rowing Center,Boat sales,,,,,"12150 Ken Adams Way, Wellington, FL 33414",Wellington,"https://www.google.com/maps/search/?api=1&query=26.6525212,-80.2385268",https://www.openstreetmap.org/node/11223358850
Jet-Ski Repair,Boat sales,,,,,1301 Pasadena Avenue South,,"https://www.google.com/maps/search/?api=1&query=27.7564542,-82.7373941",https://www.openstreetmap.org/way/243780501
Johnsons Carrabelle Marina,Boat sales,,,,,"803 Avenue A North, Carrabelle, FL 32322",Carrabelle,"https://www.google.com/maps/search/?api=1&query=29.8525403,-84.6715541",https://www.openstreetmap.org/way/476149703
Just Right Marine,Boat sales,,,,,"301 Marine Street, Carrabelle, FL 32322",Carrabelle,"https://www.google.com/maps/search/?api=1&query=29.8501764,-84.6648019",https://www.openstreetmap.org/way/636318633
Kayaks,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7705916,-82.7293372",https://www.openstreetmap.org/node/2030817866
Lake Area Watersports,Boat sales,,,,,"829 State Highway 21, Melrose, FL 32666",Melrose,"https://www.google.com/maps/search/?api=1&query=29.7082923,-82.0442786",https://www.openstreetmap.org/way/749312825
"LTD Motors Auto, RV, & Marine Center",Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.8934984,-82.5843792",https://www.openstreetmap.org/node/7044384283
Madiera Marine Sales,Boat sales,,,,,"6869 Park Boulevard, Pinellas Park",Pinellas Park,"https://www.google.com/maps/search/?api=1&query=27.8394723,-82.7332575",https://www.openstreetmap.org/way/274097975
MarineMax Fort Myers,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5385857,-81.9203657",https://www.openstreetmap.org/node/5563398749
MarineMax Pensacola,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.4015676,-87.2418204",https://www.openstreetmap.org/way/553877064
McDuffie Marine & Sporting Goods Inc.,Boat sales,,,,,"1866 West US Highway 90, Lake City, FL 32055",Lake City,"https://www.google.com/maps/search/?api=1&query=30.1792283,-82.6628291",https://www.openstreetmap.org/way/918285777
Mike's Marine Supply,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.0266046,-84.3907",https://www.openstreetmap.org/node/5368498321
Mitchell Marine,Boat sales,,,,,"6789 Ulmerton Road, Largo, FL 33771",Largo,"https://www.google.com/maps/search/?api=1&query=27.8945834,-82.7319894",https://www.openstreetmap.org/way/217914135
Naples Boat Mart,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1610691,-81.7662084",https://www.openstreetmap.org/node/6751933958
Nick's Creative Marine,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.7801061,-80.0674185",https://www.openstreetmap.org/way/291774923
Quality Boats,Boat sales,,,,,"17389 US 19, Largo, FL 33760",Largo,"https://www.google.com/maps/search/?api=1&query=27.930694,-82.729675",https://www.openstreetmap.org/node/1769622295
Raka Boat Building Supplies,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.3979864,-80.3334931",https://www.openstreetmap.org/way/933844493
Route 1 Motorsports,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.0049773,-80.5651931",https://www.openstreetmap.org/node/7343561418
Saint Pete Powersports,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7649415,-82.6800367",https://www.openstreetmap.org/way/280373609
San Carlos Marine,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.6569467,-81.8463067",https://www.openstreetmap.org/way/939609010
Sea Base Ship Store,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.8509814,-80.7387526",https://www.openstreetmap.org/way/690293084
Sunrise Marine,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.4122857,-86.7187389",https://www.openstreetmap.org/way/1267224696
The Boat Place,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5029342,-81.9440818",https://www.openstreetmap.org/node/5565776035
Walker's Marine,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1387398,-81.769505",https://www.openstreetmap.org/node/14001331630
West Marine,Boat sales,,,,,"2110 Apalachee Parkway, Tallahassee, FL 32301",Tallahassee,"https://www.google.com/maps/search/?api=1&query=30.4318145,-84.2455035",https://www.openstreetmap.org/node/2584369142
West Marine,Boat sales,,,,,"17641 Biscayne Boulevard, Aventura, FL 33160",Aventura,"https://www.google.com/maps/search/?api=1&query=25.9387656,-80.1490799",https://www.openstreetmap.org/node/6029836576
West Marine,Boat sales,,,,,"1463 US 1, Fort Pierce, 34950",Fort Pierce,"https://www.google.com/maps/search/?api=1&query=27.4329739,-80.3265072",https://www.openstreetmap.org/node/7157829541
West Marine,Boat sales,,,,,"2109 Overseas Highway, Marathon, 33050",Marathon,"https://www.google.com/maps/search/?api=1&query=24.7086124,-81.1035697",https://www.openstreetmap.org/way/302535565
West Marine,Boat sales,,,,,"3905 West Cypress Street, Tampa, FL 33607",Tampa,"https://www.google.com/maps/search/?api=1&query=27.9525568,-82.5079927",https://www.openstreetmap.org/way/524314469
West Marine,Boat sales,,,,,"427 E 23 rd St, Panama City, FL 32405",Panama City,"https://www.google.com/maps/search/?api=1&query=30.1914509,-85.6524008",https://www.openstreetmap.org/way/755472370
World Cat,Boat sales,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1388697,-81.7713398",https://www.openstreetmap.org/node/14001331633
